"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
3769,"William","Martinez",1995,16141,2,2,0,2,0.953764941384782,"William","Martinez",1995,16141,"William","Martinez",1994,16141,0,0,1,"(0.9,1]"
3771,"Michael","Jones",1992,13216,0,2,2,2,0.985296268614473,"Michael","Jones",1992,13216,"Mzzhhel","Jones",1992,13216,3,0,0,"(0.9,1]"
3772,"John","Jones",1987,13477,0,2,2,2,0.985296268614473,"John","Jones",1987,13477,"wqhn","Jones",1987,13477,2,0,0,"(0.9,1]"
3773,"Emily","Davis",1997,13995,2,2,2,2,0.999606254813491,"Emily","Davis",1997,13995,"Emily","Davis",1997,13995,0,0,0,"(0.9,1]"
3774,"Sarah","Smith",1986,10088,0,2,2,2,0.985296268614473,"Sarah","Smith",1986,10088,"vabhh","Smith",1986,10088,3,0,0,"(0.9,1]"
3775,"David","Johnson",1974,11236,2,2,0,2,0.953764941384782,"David","Johnson",1974,11236,"David","Johnson",1972,11236,0,0,2,"(0.9,1]"
3776,"Olivia","Martinez",1995,15810,2,2,2,2,0.999606254813491,"Olivia","Martinez",1995,15810,"Olivia","Martinez",1995,15810,0,0,0,"(0.9,1]"
3777,"William","Martinez",1974,11786,2,2,0,2,0.953764941384782,"William","Martinez",1974,11786,"William","Martinez",1975,11786,0,0,1,"(0.9,1]"
3778,"Jane","Rodriguez",1971,14361,2,2,2,2,0.999606254813491,"Jane","Rodriguez",1971,14361,"Jane","Rodriguez",1971,14361,0,0,0,"(0.9,1]"
3779,"Emma","Williams",1989,18960,0,2,2,2,0.985296268614473,"Emma","Williams",1989,18960,"fmmi","Williams",1989,18960,2,0,0,"(0.9,1]"
3780,"Olivia","Williams",1970,14885,2,2,0,2,0.953764941384782,"Olivia","Williams",1970,14885,"Olivia","Williams",1971,14885,0,0,1,"(0.9,1]"
3781,"John","Miller",1973,10850,2,2,2,2,0.999606254813491,"John","Miller",1973,10850,"John","Miller",1973,10850,0,0,0,"(0.9,1]"
3782,"Olivia","Jones",1997,15485,2,2,2,2,0.999606254813491,"Olivia","Jones",1997,15485,"Olivia","Jones",1997,15485,0,0,0,"(0.9,1]"
3783,"David","Rodriguez",1998,18768,2,2,0,2,0.953764941384782,"David","Rodriguez",1998,18768,"David","Rodriguez",1996,18768,0,0,2,"(0.9,1]"
3785,"Jane","Johnson",1995,10348,2,2,2,2,0.999606254813491,"Jane","Johnson",1995,10348,"Jane","Johnson",1995,10348,0,0,0,"(0.9,1]"
3786,"James","Miller",2000,13864,2,2,2,2,0.999606254813491,"James","Miller",2000,13864,"James","Miller",2000,13864,0,0,0,"(0.9,1]"
3787,"Emma","Martinez",1994,11475,2,2,2,2,0.999606254813491,"Emma","Martinez",1994,11475,"Emma","Martinez",1994,11475,0,0,0,"(0.9,1]"
3788,"Olivia","Williams",1995,19753,2,2,2,2,0.999606254813491,"Olivia","Williams",1995,19753,"Olivia","Williams",1995,19753,0,0,0,"(0.9,1]"
3789,"Olivia","Garcia",1999,19074,2,2,2,2,0.999606254813491,"Olivia","Garcia",1999,19074,"Olivia","Garcia",1999,19074,0,0,0,"(0.9,1]"
3790,"Emily","Jones",1982,10870,0,2,0,2,0.352540029046541,"Emily","Jones",1982,10870,"pmdla","Jones",1983,10870,3,0,1,"(0.3,0.4]"
3791,"Sarah","Davis",1978,19082,2,0,2,2,0.9851868388166,"Sarah","Davis",1978,19082,"Sarah","Dalin",1978,19082,0,2,0,"(0.9,1]"
3792,"William","Garcia",1987,17933,2,0,2,2,0.9851868388166,"William","Garcia",1987,17933,"William","Garaif",1987,17933,0,2,0,"(0.9,1]"
3793,"Emma","Miller",1976,19304,0,0,2,2,0.637087109523096,"Emma","Miller",1976,19304,"qmma","siller",1976,19304,1,1,0,"(0.6,0.7]"
3794,"James","Jones",1997,10799,2,2,2,2,0.999606254813491,"James","Jones",1997,10799,"James","Jones",1997,10799,0,0,0,"(0.9,1]"
3795,"James","Brown",1992,18861,2,2,2,2,0.999606254813491,"James","Brown",1992,18861,"James","Brown",1992,18861,0,0,0,"(0.9,1]"
3796,"William","Brown",1990,16096,2,2,2,2,0.999606254813491,"William","Brown",1990,16096,"William","Brown",1990,16096,0,0,0,"(0.9,1]"
3797,"Jane","Davis",1981,19671,2,0,2,2,0.9851868388166,"Jane","Davis",1981,19671,"Jane","aavis",1981,19671,0,1,0,"(0.9,1]"
3798,"Sarah","Miller",1995,19701,2,2,2,2,0.999606254813491,"Sarah","Miller",1995,19701,"Sarah","Miller",1995,19701,0,0,0,"(0.9,1]"
3799,"John","Rodriguez",1981,11590,0,2,2,2,0.985296268614473,"John","Rodriguez",1981,11590,"oaeh","Rodriguez",1981,11590,4,0,0,"(0.9,1]"
3800,"David","Martinez",1995,14936,2,0,2,2,0.9851868388166,"David","Martinez",1995,14936,"David","Mamtinfz",1995,14936,0,2,0,"(0.9,1]"
3801,"Emma","Smith",1990,14252,2,2,2,2,0.999606254813491,"Emma","Smith",1990,14252,"Emma","Smith",1990,14252,0,0,0,"(0.9,1]"
3802,"Emma","Davis",1996,14598,2,0,2,2,0.9851868388166,"Emma","Davis",1996,14598,"Emma","ewmis",1996,14598,0,3,0,"(0.9,1]"
3803,"Emily","Martinez",1992,19303,0,2,2,2,0.985296268614473,"Emily","Martinez",1992,19303,"vmisy","Martinez",1992,19303,2,0,0,"(0.9,1]"
3804,"John","Smith",1980,17123,2,2,2,2,0.999606254813491,"John","Smith",1980,17123,"John","Smith",1980,17123,0,0,0,"(0.9,1]"
3805,"James","Davis",1978,15237,2,2,2,2,0.999606254813491,"James","Davis",1978,15237,"James","Davis",1978,15237,0,0,0,"(0.9,1]"
3806,"John","Williams",1987,17262,2,2,0,2,0.953764941384782,"John","Williams",1987,17262,"John","Williams",1985,17262,0,0,2,"(0.9,1]"
3807,"Jane","Williams",1978,10232,2,2,2,2,0.999606254813491,"Jane","Williams",1978,10232,"Jane","Williams",1978,10232,0,0,0,"(0.9,1]"
3808,"Jane","Johnson",1998,16988,0,2,2,2,0.985296268614473,"Jane","Johnson",1998,16988,"rmnw","Johnson",1998,16988,3,0,0,"(0.9,1]"
3809,"Emily","Garcia",1980,12465,2,2,2,2,0.999606254813491,"Emily","Garcia",1980,12465,"Emily","Garcia",1980,12465,0,0,0,"(0.9,1]"
3810,"Olivia","Garcia",1987,16658,2,2,2,2,0.999606254813491,"Olivia","Garcia",1987,16658,"Olivia","Garcia",1987,16658,0,0,0,"(0.9,1]"
3811,"John","Davis",1995,16768,2,2,0,2,0.953764941384782,"John","Davis",1995,16768,"John","Davis",1996,16768,0,0,1,"(0.9,1]"
3812,"David","Miller",1997,15463,0,0,2,2,0.637087109523096,"David","Miller",1997,15463,"Dkuid","Mwller",1997,15463,2,1,0,"(0.6,0.7]"
3813,"Emma","Brown",1978,16426,0,2,2,2,0.985296268614473,"Emma","Brown",1978,16426,"gmmu","Brown",1978,16426,2,0,0,"(0.9,1]"
3814,"Emma","Garcia",1990,19244,2,0,0,2,0.350824129674507,"Emma","Garcia",1990,19244,"Emma","Garcha",1988,19244,0,1,2,"(0.3,0.4]"
3815,"Jane","Martinez",1999,14276,2,2,2,2,0.999606254813491,"Jane","Martinez",1999,14276,"Jane","Martinez",1999,14276,0,0,0,"(0.9,1]"
3816,"William","Johnson",1982,14429,0,2,2,2,0.985296268614473,"William","Johnson",1982,14429,"qzloiau","Johnson",1982,14429,4,0,0,"(0.9,1]"
3818,"John","Garcia",1986,16112,2,2,2,2,0.999606254813491,"John","Garcia",1986,16112,"John","Garcia",1986,16112,0,0,0,"(0.9,1]"
3819,"John","Davis",1981,16216,2,0,2,2,0.9851868388166,"John","Davis",1981,16216,"John","sjujb",1981,16216,0,5,0,"(0.9,1]"
3820,"Emily","Davis",1998,14228,2,2,2,2,0.999606254813491,"Emily","Davis",1998,14228,"Emily","Davis",1998,14228,0,0,0,"(0.9,1]"
3821,"John","Miller",1975,17251,2,0,0,2,0.350824129674507,"John","Miller",1975,17251,"John","Mikier",1977,17251,0,2,2,"(0.3,0.4]"
3822,"David","Martinez",1988,18876,2,2,2,2,0.999606254813491,"David","Martinez",1988,18876,"David","Martinez",1988,18876,0,0,0,"(0.9,1]"
3823,"Jane","Garcia",1975,10062,2,2,2,2,0.999606254813491,"Jane","Garcia",1975,10062,"Jane","Garcia",1975,10062,0,0,0,"(0.9,1]"
3824,"Michael","Jones",1998,13693,0,2,2,2,0.985296268614473,"Michael","Jones",1998,13693,"wswxuxy","Jones",1998,13693,7,0,0,"(0.9,1]"
3825,"Emily","Martinez",1988,13317,2,2,2,2,0.999606254813491,"Emily","Martinez",1988,13317,"Emily","Martinez",1988,13317,0,0,0,"(0.9,1]"
3826,"John","Johnson",1992,13804,2,2,2,2,0.999606254813491,"John","Johnson",1992,13804,"John","Johnson",1992,13804,0,0,0,"(0.9,1]"
3827,"John","Smith",1976,12494,2,2,2,2,0.999606254813491,"John","Smith",1976,12494,"John","Smith",1976,12494,0,0,0,"(0.9,1]"
3828,"Emily","Williams",1983,16638,2,2,2,2,0.999606254813491,"Emily","Williams",1983,16638,"Emily","Williams",1983,16638,0,0,0,"(0.9,1]"
3829,"Sarah","Smith",1984,18674,0,2,2,2,0.985296268614473,"Sarah","Smith",1984,18674,"jirac","Smith",1984,18674,3,0,0,"(0.9,1]"
3830,"Emily","Williams",1986,17405,2,2,2,2,0.999606254813491,"Emily","Williams",1986,17405,"Emily","Williams",1986,17405,0,0,0,"(0.9,1]"
3831,"Sarah","Rodriguez",1989,16429,2,0,2,2,0.9851868388166,"Sarah","Rodriguez",1989,16429,"Sarah","soumiiuwb",1989,16429,0,6,0,"(0.9,1]"
3832,"James","Johnson",1999,15137,0,2,2,2,0.985296268614473,"James","Johnson",1999,15137,"Jahds","Johnson",1999,15137,2,0,0,"(0.9,1]"
3833,"Emily","Davis",1981,12923,2,0,2,2,0.9851868388166,"Emily","Davis",1981,12923,"Emily","Dbhiz",1981,12923,0,3,0,"(0.9,1]"
3834,"Emily","Garcia",1986,10373,2,2,0,2,0.953764941384782,"Emily","Garcia",1986,10373,"Emily","Garcia",1987,10373,0,0,1,"(0.9,1]"
3835,"Sarah","Smith",1978,18882,0,2,2,2,0.985296268614473,"Sarah","Smith",1978,18882,"jgrsk","Smith",1978,18882,4,0,0,"(0.9,1]"
3836,"Olivia","Smith",1977,13413,2,0,2,2,0.9851868388166,"Olivia","Smith",1977,13413,"Olivia","yunts",1977,13413,0,4,0,"(0.9,1]"
3837,"Jane","Martinez",1987,17526,2,2,0,2,0.953764941384782,"Jane","Martinez",1987,17526,"Jane","Martinez",1986,17526,0,0,1,"(0.9,1]"
3838,"Emma","Smith",1970,10790,0,2,0,2,0.352540029046541,"Emma","Smith",1970,10790,"lamy","Smith",1972,10790,3,0,2,"(0.3,0.4]"
3839,"John","Brown",1992,12259,2,2,2,2,0.999606254813491,"John","Brown",1992,12259,"John","Brown",1992,12259,0,0,0,"(0.9,1]"
3840,"Olivia","Rodriguez",1998,10243,2,2,2,2,0.999606254813491,"Olivia","Rodriguez",1998,10243,"Olivia","Rodriguez",1998,10243,0,0,0,"(0.9,1]"
3841,"Emma","Garcia",2000,10034,2,2,2,2,0.999606254813491,"Emma","Garcia",2000,10034,"Emma","Garcia",2000,10034,0,0,0,"(0.9,1]"
3842,"David","Davis",1987,15663,2,2,2,2,0.999606254813491,"David","Davis",1987,15663,"David","Davis",1987,15663,0,0,0,"(0.9,1]"
3843,"Emily","Williams",1971,16355,2,2,2,2,0.999606254813491,"Emily","Williams",1971,16355,"Emily","Williams",1971,16355,0,0,0,"(0.9,1]"
3844,"Emma","Johnson",1987,15729,2,2,0,2,0.953764941384782,"Emma","Johnson",1987,15729,"Emma","Johnson",1989,15729,0,0,2,"(0.9,1]"
3845,"Olivia","Martinez",1973,19337,0,2,2,2,0.985296268614473,"Olivia","Martinez",1973,19337,"Oliyva","Martinez",1973,19337,2,0,0,"(0.9,1]"
3846,"Jane","Garcia",1990,16453,2,0,0,2,0.350824129674507,"Jane","Garcia",1990,16453,"Jane","Gnrcia",1989,16453,0,1,1,"(0.3,0.4]"
3847,"Sarah","Davis",1996,18623,2,2,2,2,0.999606254813491,"Sarah","Davis",1996,18623,"Sarah","Davis",1996,18623,0,0,0,"(0.9,1]"
3848,"Jane","Brown",1996,12454,2,0,2,2,0.9851868388166,"Jane","Brown",1996,12454,"Jane","Bzown",1996,12454,0,1,0,"(0.9,1]"
3849,"Olivia","Brown",1977,13549,2,0,2,2,0.9851868388166,"Olivia","Brown",1977,13549,"Olivia","nrihn",1977,13549,0,3,0,"(0.9,1]"
3850,"John","Johnson",1984,13721,2,2,0,2,0.953764941384782,"John","Johnson",1984,13721,"John","Johnson",1983,13721,0,0,1,"(0.9,1]"
3851,"Emma","Smith",1999,15443,2,2,2,2,0.999606254813491,"Emma","Smith",1999,15443,"Emma","Smith",1999,15443,0,0,0,"(0.9,1]"
3852,"Emily","Smith",1998,10915,0,2,2,2,0.985296268614473,"Emily","Smith",1998,10915,"omdll","Smith",1998,10915,3,0,0,"(0.9,1]"
3853,"Michael","Jones",1986,10028,0,2,2,2,0.985296268614473,"Michael","Jones",1986,10028,"karhhel","Jones",1986,10028,4,0,0,"(0.9,1]"
3854,"William","Smith",1983,19670,2,0,2,2,0.9851868388166,"William","Smith",1983,19670,"William","umitf",1983,19670,0,2,0,"(0.9,1]"
3855,"Jane","Jones",1992,12250,2,2,2,2,0.999606254813491,"Jane","Jones",1992,12250,"Jane","Jones",1992,12250,0,0,0,"(0.9,1]"
3856,"John","Martinez",1971,12243,2,2,0,2,0.953764941384782,"John","Martinez",1971,12243,"John","Martinez",1972,12243,0,0,1,"(0.9,1]"
3857,"Emma","Martinez",1982,16464,2,2,2,2,0.999606254813491,"Emma","Martinez",1982,16464,"Emma","Martinez",1982,16464,0,0,0,"(0.9,1]"
3858,"John","Williams",1984,12554,0,2,0,2,0.352540029046541,"John","Williams",1984,12554,"qoft","Williams",1985,12554,3,0,1,"(0.3,0.4]"
3859,"David","Jones",2000,17955,2,0,0,2,0.350824129674507,"David","Jones",2000,17955,"David","rqisn",2001,17955,0,5,1,"(0.3,0.4]"
3860,"William","Brown",1994,16090,2,2,2,2,0.999606254813491,"William","Brown",1994,16090,"William","Brown",1994,16090,0,0,0,"(0.9,1]"
3861,"Jane","Garcia",1979,19851,2,2,2,2,0.999606254813491,"Jane","Garcia",1979,19851,"Jane","Garcia",1979,19851,0,0,0,"(0.9,1]"
3862,"Sarah","Jones",1998,11391,0,0,2,2,0.637087109523096,"Sarah","Jones",1998,11391,"zarah","ranes",1998,11391,1,2,0,"(0.6,0.7]"
3863,"Emma","Garcia",1988,18815,2,2,2,2,0.999606254813491,"Emma","Garcia",1988,18815,"Emma","Garcia",1988,18815,0,0,0,"(0.9,1]"
3864,"Olivia","Martinez",1988,19653,2,2,2,2,0.999606254813491,"Olivia","Martinez",1988,19653,"Olivia","Martinez",1988,19653,0,0,0,"(0.9,1]"
3865,"Michael","Garcia",1988,19857,2,2,2,2,0.999606254813491,"Michael","Garcia",1988,19857,"Michael","Garcia",1988,19857,0,0,0,"(0.9,1]"
3866,"David","Jones",1988,19388,0,2,2,2,0.985296268614473,"David","Jones",1988,19388,"Dwvxd","Jones",1988,19388,2,0,0,"(0.9,1]"
3867,"James","Brown",1998,11202,2,2,2,2,0.999606254813491,"James","Brown",1998,11202,"James","Brown",1998,11202,0,0,0,"(0.9,1]"
3868,"Emma","Williams",1990,14517,0,2,2,2,0.985296268614473,"Emma","Williams",1990,14517,"Eemu","Williams",1990,14517,2,0,0,"(0.9,1]"
3869,"David","Garcia",1981,15437,2,0,2,2,0.9851868388166,"David","Garcia",1981,15437,"David","Garcda",1981,15437,0,1,0,"(0.9,1]"
3870,"Sarah","Smith",1992,14358,2,2,0,2,0.953764941384782,"Sarah","Smith",1992,14358,"Sarah","Smith",1991,14358,0,0,1,"(0.9,1]"
3871,"William","Williams",1983,18913,2,2,2,2,0.999606254813491,"William","Williams",1983,18913,"William","Williams",1983,18913,0,0,0,"(0.9,1]"
3872,"John","Johnson",1970,17395,2,2,2,2,0.999606254813491,"John","Johnson",1970,17395,"John","Johnson",1970,17395,0,0,0,"(0.9,1]"
3873,"John","Davis",1983,12282,2,2,2,2,0.999606254813491,"John","Davis",1983,12282,"John","Davis",1983,12282,0,0,0,"(0.9,1]"
3874,"Olivia","Miller",1976,14700,2,0,0,2,0.350824129674507,"Olivia","Miller",1976,14700,"Olivia","xnjboq",1974,14700,0,6,2,"(0.3,0.4]"
3875,"James","Jones",1997,10107,2,2,2,2,0.999606254813491,"James","Jones",1997,10107,"James","Jones",1997,10107,0,0,0,"(0.9,1]"
3876,"Emma","Rodriguez",1975,13063,2,2,2,2,0.999606254813491,"Emma","Rodriguez",1975,13063,"Emma","Rodriguez",1975,13063,0,0,0,"(0.9,1]"
3877,"Olivia","Johnson",1985,14651,2,0,0,2,0.350824129674507,"Olivia","Johnson",1985,14651,"Olivia","iohugol",1984,14651,0,4,1,"(0.3,0.4]"
3878,"Michael","Davis",1996,11495,2,2,0,2,0.953764941384782,"Michael","Davis",1996,11495,"Michael","Davis",1998,11495,0,0,2,"(0.9,1]"
3879,"Jane","Brown",1974,13067,0,0,2,2,0.637087109523096,"Jane","Brown",1974,13067,"Jaqs","Brocm",1974,13067,2,2,0,"(0.6,0.7]"
3880,"Michael","Martinez",1984,12663,2,2,2,2,0.999606254813491,"Michael","Martinez",1984,12663,"Michael","Martinez",1984,12663,0,0,0,"(0.9,1]"
3881,"William","Davis",1983,19544,0,2,2,2,0.985296268614473,"William","Davis",1983,19544,"mrlpdni","Davis",1983,19544,6,0,0,"(0.9,1]"
3882,"Sarah","Miller",1999,13629,2,2,2,2,0.999606254813491,"Sarah","Miller",1999,13629,"Sarah","Miller",1999,13629,0,0,0,"(0.9,1]"
3883,"Jane","Brown",1970,15372,0,2,2,2,0.985296268614473,"Jane","Brown",1970,15372,"swas","Brown",1970,15372,4,0,0,"(0.9,1]"
3884,"William","Jones",1972,12608,2,0,2,2,0.9851868388166,"William","Jones",1972,12608,"William","kmgef",1972,12608,0,4,0,"(0.9,1]"
3885,"John","Miller",1985,16748,0,2,2,2,0.985296268614473,"John","Miller",1985,16748,"wihz","Miller",1985,16748,3,0,0,"(0.9,1]"
3886,"Olivia","Brown",1975,18379,2,2,2,2,0.999606254813491,"Olivia","Brown",1975,18379,"Olivia","Brown",1975,18379,0,0,0,"(0.9,1]"
3887,"Emma","Smith",1978,19142,2,2,2,2,0.999606254813491,"Emma","Smith",1978,19142,"Emma","Smith",1978,19142,0,0,0,"(0.9,1]"
3888,"Sarah","Garcia",1985,18942,2,0,2,2,0.9851868388166,"Sarah","Garcia",1985,18942,"Sarah","Gsahny",1985,18942,0,5,0,"(0.9,1]"
3889,"Olivia","Davis",2000,11854,0,0,2,2,0.637087109523096,"Olivia","Davis",2000,11854,"sllqna","djoxu",2000,11854,4,5,0,"(0.6,0.7]"
3890,"Sarah","Davis",1974,13641,0,0,2,2,0.637087109523096,"Sarah","Davis",1974,13641,"ldpiz","kavid",1974,13641,5,2,0,"(0.6,0.7]"
3891,"Jane","Brown",2000,18872,2,2,2,2,0.999606254813491,"Jane","Brown",2000,18872,"Jane","Brown",2000,18872,0,0,0,"(0.9,1]"
3892,"Olivia","Davis",1977,13450,2,2,2,2,0.999606254813491,"Olivia","Davis",1977,13450,"Olivia","Davis",1977,13450,0,0,0,"(0.9,1]"
3893,"Michael","Johnson",1988,19696,2,2,2,2,0.999606254813491,"Michael","Johnson",1988,19696,"Michael","Johnson",1988,19696,0,0,0,"(0.9,1]"
3894,"Jane","Davis",1971,15339,2,2,0,2,0.953764941384782,"Jane","Davis",1971,15339,"Jane","Davis",1972,15339,0,0,1,"(0.9,1]"
3895,"Michael","Davis",1991,15900,2,2,0,2,0.953764941384782,"Michael","Davis",1991,15900,"Michael","Davis",1992,15900,0,0,1,"(0.9,1]"
3896,"William","Rodriguez",1973,18308,0,2,2,2,0.985296268614473,"William","Rodriguez",1973,18308,"Willfum","Rodriguez",1973,18308,2,0,0,"(0.9,1]"
3897,"Sarah","Davis",1997,11323,2,2,2,2,0.999606254813491,"Sarah","Davis",1997,11323,"Sarah","Davis",1997,11323,0,0,0,"(0.9,1]"
3898,"David","Miller",1992,10569,2,0,0,2,0.350824129674507,"David","Miller",1992,10569,"David","cjjxag",1993,10569,0,6,1,"(0.3,0.4]"
3899,"John","Williams",1970,13175,2,0,2,2,0.9851868388166,"John","Williams",1970,13175,"John","Wullraos",1970,13175,0,3,0,"(0.9,1]"
3900,"James","Brown",1987,15137,2,2,2,2,0.999606254813491,"James","Brown",1987,15137,"James","Brown",1987,15137,0,0,0,"(0.9,1]"
3901,"Emily","Jones",1985,11785,2,0,2,2,0.9851868388166,"Emily","Jones",1985,11785,"Emily","Jawef",1985,11785,0,3,0,"(0.9,1]"
3902,"David","Johnson",1986,14176,2,2,0,2,0.953764941384782,"David","Johnson",1986,14176,"David","Johnson",1984,14176,0,0,2,"(0.9,1]"
3903,"Jane","Brown",1992,19548,2,2,2,2,0.999606254813491,"Jane","Brown",1992,19548,"Jane","Brown",1992,19548,0,0,0,"(0.9,1]"
3904,"Jane","Brown",1988,19115,2,2,2,2,0.999606254813491,"Jane","Brown",1988,19115,"Jane","Brown",1988,19115,0,0,0,"(0.9,1]"
3905,"Jane","Brown",1971,17318,0,2,2,2,0.985296268614473,"Jane","Brown",1971,17318,"gyke","Brown",1971,17318,3,0,0,"(0.9,1]"
3906,"John","Johnson",1972,11461,2,0,2,2,0.9851868388166,"John","Johnson",1972,11461,"John","Jonysrq",1972,11461,0,4,0,"(0.9,1]"
3907,"William","Garcia",1971,11418,2,2,2,2,0.999606254813491,"William","Garcia",1971,11418,"William","Garcia",1971,11418,0,0,0,"(0.9,1]"
3908,"James","Smith",1971,15795,2,0,2,2,0.9851868388166,"James","Smith",1971,15795,"James","vcith",1971,15795,0,2,0,"(0.9,1]"
3909,"William","Garcia",1971,16105,2,0,2,2,0.9851868388166,"William","Garcia",1971,16105,"William","Gkrufa",1971,16105,0,3,0,"(0.9,1]"
3910,"John","Brown",1993,13621,0,2,2,2,0.985296268614473,"John","Brown",1993,13621,"qlhn","Brown",1993,13621,2,0,0,"(0.9,1]"
3911,"William","Garcia",1994,14651,0,2,2,2,0.985296268614473,"William","Garcia",1994,14651,"filhiam","Garcia",1994,14651,2,0,0,"(0.9,1]"
3912,"James","Garcia",1972,13808,2,2,0,2,0.953764941384782,"James","Garcia",1972,13808,"James","Garcia",1971,13808,0,0,1,"(0.9,1]"
3913,"Michael","Martinez",1978,13695,0,2,2,2,0.985296268614473,"Michael","Martinez",1978,13695,"Mkmqael","Martinez",1978,13695,3,0,0,"(0.9,1]"
3914,"John","Davis",1971,11517,2,2,2,2,0.999606254813491,"John","Davis",1971,11517,"John","Davis",1971,11517,0,0,0,"(0.9,1]"
3915,"John","Martinez",1995,11546,0,2,2,2,0.985296268614473,"John","Martinez",1995,11546,"fouv","Martinez",1995,11546,3,0,0,"(0.9,1]"
3916,"Jane","Johnson",1986,16180,2,0,2,2,0.9851868388166,"Jane","Johnson",1986,16180,"Jane","ycunsoc",1986,16180,0,4,0,"(0.9,1]"
3917,"Jane","Brown",1984,12089,2,2,2,2,0.999606254813491,"Jane","Brown",1984,12089,"Jane","Brown",1984,12089,0,0,0,"(0.9,1]"
3918,"Michael","Johnson",1978,12783,2,2,2,2,0.999606254813491,"Michael","Johnson",1978,12783,"Michael","Johnson",1978,12783,0,0,0,"(0.9,1]"
3919,"Sarah","Rodriguez",1998,16726,0,2,2,2,0.985296268614473,"Sarah","Rodriguez",1998,16726,"Sacah","Rodriguez",1998,16726,1,0,0,"(0.9,1]"
3920,"David","Garcia",2000,18067,2,2,2,2,0.999606254813491,"David","Garcia",2000,18067,"David","Garcia",2000,18067,0,0,0,"(0.9,1]"
3921,"William","Rodriguez",1994,17581,0,2,2,2,0.985296268614473,"William","Rodriguez",1994,17581,"dtlliam","Rodriguez",1994,17581,2,0,0,"(0.9,1]"
3922,"William","Rodriguez",1994,13398,2,2,2,2,0.999606254813491,"William","Rodriguez",1994,13398,"William","Rodriguez",1994,13398,0,0,0,"(0.9,1]"
3923,"David","Williams",1972,15098,0,2,2,2,0.985296268614473,"David","Williams",1972,15098,"oqeis","Williams",1972,15098,4,0,0,"(0.9,1]"
3924,"Jane","Rodriguez",1991,19081,2,0,2,2,0.9851868388166,"Jane","Rodriguez",1991,19081,"Jane","Rodrvyued",1991,19081,0,3,0,"(0.9,1]"
3925,"David","Brown",1985,14623,2,2,2,2,0.999606254813491,"David","Brown",1985,14623,"David","Brown",1985,14623,0,0,0,"(0.9,1]"
3926,"Emma","Jones",1997,16803,2,0,2,2,0.9851868388166,"Emma","Jones",1997,16803,"Emma","mjzpo",1997,16803,0,5,0,"(0.9,1]"
3927,"David","Garcia",1976,10261,2,2,2,2,0.999606254813491,"David","Garcia",1976,10261,"David","Garcia",1976,10261,0,0,0,"(0.9,1]"
3928,"James","Johnson",1987,11801,2,2,2,2,0.999606254813491,"James","Johnson",1987,11801,"James","Johnson",1987,11801,0,0,0,"(0.9,1]"
3929,"Olivia","Garcia",1978,17223,2,2,2,2,0.999606254813491,"Olivia","Garcia",1978,17223,"Olivia","Garcia",1978,17223,0,0,0,"(0.9,1]"
3930,"Emily","Garcia",1994,14401,2,0,2,2,0.9851868388166,"Emily","Garcia",1994,14401,"Emily","rwidxg",1994,14401,0,6,0,"(0.9,1]"
3931,"James","Garcia",1994,16275,2,2,2,2,0.999606254813491,"James","Garcia",1994,16275,"James","Garcia",1994,16275,0,0,0,"(0.9,1]"
3932,"Olivia","Davis",1990,16581,0,0,2,2,0.637087109523096,"Olivia","Davis",1990,16581,"Oliwis","Daqis",1990,16581,2,1,0,"(0.6,0.7]"
3933,"James","Rodriguez",1998,12494,2,2,2,2,0.999606254813491,"James","Rodriguez",1998,12494,"James","Rodriguez",1998,12494,0,0,0,"(0.9,1]"
3934,"Jane","Williams",1991,15320,2,2,0,2,0.953764941384782,"Jane","Williams",1991,15320,"Jane","Williams",1989,15320,0,0,2,"(0.9,1]"
3935,"Sarah","Jones",1984,11384,2,2,2,2,0.999606254813491,"Sarah","Jones",1984,11384,"Sarah","Jones",1984,11384,0,0,0,"(0.9,1]"
3936,"Michael","Williams",1980,16638,2,2,0,2,0.953764941384782,"Michael","Williams",1980,16638,"Michael","Williams",1982,16638,0,0,2,"(0.9,1]"
3937,"Sarah","Smith",1989,19159,2,0,0,2,0.350824129674507,"Sarah","Smith",1989,19159,"Sarah","uefxv",1988,19159,0,5,1,"(0.3,0.4]"
3938,"John","Johnson",1973,12985,2,2,2,2,0.999606254813491,"John","Johnson",1973,12985,"John","Johnson",1973,12985,0,0,0,"(0.9,1]"
3939,"William","Jones",1979,18338,0,2,0,2,0.352540029046541,"William","Jones",1979,18338,"avstury","Jones",1980,18338,7,0,1,"(0.3,0.4]"
3940,"Michael","Martinez",1978,12966,2,2,2,2,0.999606254813491,"Michael","Martinez",1978,12966,"Michael","Martinez",1978,12966,0,0,0,"(0.9,1]"
3941,"John","Davis",1974,11914,2,2,0,2,0.953764941384782,"John","Davis",1974,11914,"John","Davis",1976,11914,0,0,2,"(0.9,1]"
3942,"Jane","Smith",1983,14076,2,2,2,2,0.999606254813491,"Jane","Smith",1983,14076,"Jane","Smith",1983,14076,0,0,0,"(0.9,1]"
3943,"John","Brown",1983,16366,2,0,2,2,0.9851868388166,"John","Brown",1983,16366,"John","srown",1983,16366,0,1,0,"(0.9,1]"
